,Worker ID,Link to Individual Worker Page,Number of HITs approved or rejected - Lifetime,Number of HITs approved - Lifetime,Your Lifetime approval rate,Number of HITs approved or rejected - Last 30 days,Number of HITs approved - Last 30 days,Your Last 30 days approval rate,Number of HITs approved or rejected - Last 7 days,Number of HITs approved - Last 7 days,Your Last 7 days approval rate,CURRENT-Type A,UPDATE-Type A,CURRENT-PilotTest,UPDATE-PilotTest,CURRENT-Past participant,UPDATE-Past participant,CURRENT-Already submitted,UPDATE-Already submitted,CURRENT-AllPass,UPDATE-AllPass,CURRENT BlockStatus,UPDATE BlockStatus,BlockReason
138,A32Y9JC775LYLV,https://requester.mturk.com/workers/A32Y9JC775LYLV,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,4.0,,1.0,,,,,,Never Blocked,,
139,A33BEWJMWOV0YP,https://requester.mturk.com/workers/A33BEWJMWOV0YP,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,9.0,,1.0,,,,,1.0,Never Blocked,,
140,A33S9Z0SQC71A0,https://requester.mturk.com/workers/A33S9Z0SQC71A0,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,0.0,,1.0,,,,,,Never Blocked,,
141,A33U6IT9TVAJYE,https://requester.mturk.com/workers/A33U6IT9TVAJYE,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,,,1.0,,,,Never Blocked,,
142,A34HKFZ7LF12EC,https://requester.mturk.com/workers/A34HKFZ7LF12EC,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,9.0,,1.0,,,,,1.0,Never Blocked,,
143,A34PZU7S7JCAJO,https://requester.mturk.com/workers/A34PZU7S7JCAJO,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,5.0,,1.0,,,,,,Never Blocked,,
144,A34SLWTNACPBMO,https://requester.mturk.com/workers/A34SLWTNACPBMO,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,0.0,,1.0,,,,,,Never Blocked,,
145,A34TMWLXTWLMUL,https://requester.mturk.com/workers/A34TMWLXTWLMUL,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,9.0,,1.0,,,,,1.0,Never Blocked,,
146,A38QR6HP33J0JE,https://requester.mturk.com/workers/A38QR6HP33J0JE,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,4.0,,1.0,,,,,,Never Blocked,,
147,A399B3HHN9ZENF,https://requester.mturk.com/workers/A399B3HHN9ZENF,21,21,100.00%,21,21,100.00%,21,21,100.00%,,,,,,,1.0,,,,Never Blocked,,
148,A39ONIMT6RT6S2,https://requester.mturk.com/workers/A39ONIMT6RT6S2,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,6.0,,1.0,,,,,,Never Blocked,,
149,A3ADP5EDYSB9HD,https://requester.mturk.com/workers/A3ADP5EDYSB9HD,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,8.0,,1.0,,,,,1.0,Never Blocked,,
150,A3BI98I9V2FL0T,https://requester.mturk.com/workers/A3BI98I9V2FL0T,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,3.0,,1.0,,,,,,Never Blocked,,
151,A3C2PSZEKN8OWD,https://requester.mturk.com/workers/A3C2PSZEKN8OWD,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,5.0,,1.0,,,,,,Never Blocked,,
152,A3CMDYA9USA3MR,https://requester.mturk.com/workers/A3CMDYA9USA3MR,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,8.0,,1.0,,,,1.0,1.0,Never Blocked,,
153,A3CSX2WMTP4IOL,https://requester.mturk.com/workers/A3CSX2WMTP4IOL,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,4.0,,1.0,,,,,,Never Blocked,,
154,A3F0NFNLOLFJT0,https://requester.mturk.com/workers/A3F0NFNLOLFJT0,4,4,100.00%,4,4,100.00%,4,4,100.00%,,,,,,,,,,,Never Blocked,,
155,A3F0YZ2UXHEBDI,https://requester.mturk.com/workers/A3F0YZ2UXHEBDI,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,,,1.0,,,,Never Blocked,,
156,A3F1EX5JHQN5D4,https://requester.mturk.com/workers/A3F1EX5JHQN5D4,1,0,0.00%,1,0,0.00%,1,0,0.00%,,,,,,,,,,,Never Blocked,,
157,A3HL2LL0LEPZT8,https://requester.mturk.com/workers/A3HL2LL0LEPZT8,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,4.0,,1.0,,,,,,Never Blocked,,
158,A3HQ828Y2ICOAW,https://requester.mturk.com/workers/A3HQ828Y2ICOAW,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,6.0,,1.0,,,,,,Never Blocked,,
159,A3I31KX31R38F9,https://requester.mturk.com/workers/A3I31KX31R38F9,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,7.0,,1.0,,,,,1.0,Never Blocked,,
160,A3I9FTHSULHPYS,https://requester.mturk.com/workers/A3I9FTHSULHPYS,1,0,0.00%,1,0,0.00%,1,0,0.00%,,,,,,,,,,,Never Blocked,,
161,A3IFXCXN9DEWL9,https://requester.mturk.com/workers/A3IFXCXN9DEWL9,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,,,1.0,,,,Never Blocked,,
162,A3ITZNJQUTIZ4C,https://requester.mturk.com/workers/A3ITZNJQUTIZ4C,12,12,100.00%,12,12,100.00%,12,12,100.00%,1.0,,,,,,,,,,Never Blocked,,
163,A3K1P4SPR8XS7R,https://requester.mturk.com/workers/A3K1P4SPR8XS7R,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,10.0,,1.0,,,,1.0,1.0,Never Blocked,,
164,A3L4JI1S352HB8,https://requester.mturk.com/workers/A3L4JI1S352HB8,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,7.0,,1.0,,,,1.0,1.0,Never Blocked,,
165,A3MRPUVA0CZG6M,https://requester.mturk.com/workers/A3MRPUVA0CZG6M,2,2,100.00%,2,2,100.00%,2,2,100.00%,,,,,,,1.0,,,,Never Blocked,,
166,A3MZ9RQJX9T656,https://requester.mturk.com/workers/A3MZ9RQJX9T656,10,10,100.00%,10,10,100.00%,10,10,100.00%,,,,,,,,,,,Never Blocked,,
167,A3NNDCMBMFK2CZ,https://requester.mturk.com/workers/A3NNDCMBMFK2CZ,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,5.0,,1.0,,,,,,Never Blocked,,
168,A3NO0D2Z9GTTZF,https://requester.mturk.com/workers/A3NO0D2Z9GTTZF,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,5.0,,1.0,,,,,,Never Blocked,,
169,A3NZAEOHAO5LT6,https://requester.mturk.com/workers/A3NZAEOHAO5LT6,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,6.0,,1.0,,,,,,Never Blocked,,
170,A3PABOW1OQ9MX1,https://requester.mturk.com/workers/A3PABOW1OQ9MX1,45,45,100.00%,45,45,100.00%,45,45,100.00%,,,4.0,,1.0,,1.0,,,,Never Blocked,,
171,A3PIQY6PK42RIS,https://requester.mturk.com/workers/A3PIQY6PK42RIS,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,8.0,,1.0,,,,1.0,1.0,Never Blocked,,
172,A3PJXTE22NL72H,https://requester.mturk.com/workers/A3PJXTE22NL72H,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,3.0,,1.0,,,,,,Never Blocked,,
173,A3PT15XRN1X8VE,https://requester.mturk.com/workers/A3PT15XRN1X8VE,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,4.0,,1.0,,,,,,Never Blocked,,
174,A3QI1RV4HQ9MOC,https://requester.mturk.com/workers/A3QI1RV4HQ9MOC,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,6.0,,1.0,,,,,,Never Blocked,,
175,A3QQD8CMGDUN8X,https://requester.mturk.com/workers/A3QQD8CMGDUN8X,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,10.0,,1.0,,,,,1.0,Never Blocked,,
176,A3RYI5HXC2MJLN,https://requester.mturk.com/workers/A3RYI5HXC2MJLN,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,,,,,,,Never Blocked,,
177,A3UUH3632AI3ZX,https://requester.mturk.com/workers/A3UUH3632AI3ZX,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,3.0,,1.0,,,,,,Never Blocked,,
178,A3VXL1AHHGZH9W,https://requester.mturk.com/workers/A3VXL1AHHGZH9W,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,9.0,,1.0,,,,,1.0,Never Blocked,,
179,A3VZA2YUYAOE0K,https://requester.mturk.com/workers/A3VZA2YUYAOE0K,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,10.0,,1.0,,,,,1.0,Never Blocked,,
180,A3W0C04EXOY12C,https://requester.mturk.com/workers/A3W0C04EXOY12C,4,4,100.00%,4,4,100.00%,4,4,100.00%,,,,,,,1.0,,,,Never Blocked,,
181,A4B9KOBGSOGAP,https://requester.mturk.com/workers/A4B9KOBGSOGAP,4,4,100.00%,4,4,100.00%,4,4,100.00%,,,,,,,1.0,,,,Never Blocked,,
182,A4H1NYJVE7C53,https://requester.mturk.com/workers/A4H1NYJVE7C53,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,9.0,,1.0,,,,,1.0,Never Blocked,,
183,A4J4GGMKJ68L0,https://requester.mturk.com/workers/A4J4GGMKJ68L0,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,9.0,,1.0,,,,,1.0,Never Blocked,,
184,A4OVCB3307414,https://requester.mturk.com/workers/A4OVCB3307414,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,5.0,,1.0,,,,,,Never Blocked,,
185,A4RT8SPRCRYVN,https://requester.mturk.com/workers/A4RT8SPRCRYVN,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,7.0,,1.0,,,,,1.0,Never Blocked,,
186,A551HPX8YDZ32,https://requester.mturk.com/workers/A551HPX8YDZ32,1,0,0.00%,1,0,0.00%,1,0,0.00%,,,,,,,,,,,Never Blocked,,
187,A6KOTWP7N7RLU,https://requester.mturk.com/workers/A6KOTWP7N7RLU,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,7.0,,1.0,,,,,1.0,Never Blocked,,
188,A6YDORFZZXXPQ,https://requester.mturk.com/workers/A6YDORFZZXXPQ,2,2,100.00%,2,2,100.00%,2,2,100.00%,,,,,,,,,,,Never Blocked,,
189,A7150GR6HHY5D,https://requester.mturk.com/workers/A7150GR6HHY5D,1,0,0.00%,1,0,0.00%,1,0,0.00%,,,,,,,,,,,Never Blocked,,
190,A9MYC5IGQ2DO4,https://requester.mturk.com/workers/A9MYC5IGQ2DO4,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,5.0,,1.0,,,,,,Never Blocked,,
191,AAW47EO3KEMAT,https://requester.mturk.com/workers/AAW47EO3KEMAT,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,6.0,,1.0,,,,,,Never Blocked,,
192,ABMPX2Y2IRBMG,https://requester.mturk.com/workers/ABMPX2Y2IRBMG,13,13,100.00%,13,13,100.00%,13,13,100.00%,,,,,,,,,,,Never Blocked,,
193,ABR7PP2SD8P3D,https://requester.mturk.com/workers/ABR7PP2SD8P3D,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,4.0,,1.0,,,,,,Never Blocked,,
194,ABVPW8753ZBJO,https://requester.mturk.com/workers/ABVPW8753ZBJO,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,10.0,,1.0,,,,1.0,1.0,Never Blocked,,
195,AD86DUCATIFJ6,https://requester.mturk.com/workers/AD86DUCATIFJ6,18,18,100.00%,18,18,100.00%,18,18,100.00%,,,,,,,1.0,,,,Never Blocked,,
196,ADFK3HW4HAH48,https://requester.mturk.com/workers/ADFK3HW4HAH48,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,8.0,,1.0,,,,,1.0,Never Blocked,,
197,ADMZ7XRN7FV4R,https://requester.mturk.com/workers/ADMZ7XRN7FV4R,2,2,100.00%,2,2,100.00%,2,2,100.00%,,,,,,,1.0,,,,Never Blocked,,
198,ADNSFH55XO2F8,https://requester.mturk.com/workers/ADNSFH55XO2F8,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,5.0,,1.0,,,,,,Never Blocked,,
199,ADOVF9SBJJK33,https://requester.mturk.com/workers/ADOVF9SBJJK33,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,5.0,,1.0,,,,,,Never Blocked,,
200,AE03LUY7RH400,https://requester.mturk.com/workers/AE03LUY7RH400,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,8.0,,1.0,,,,,1.0,Never Blocked,,
201,AECKWX9PFTHOM,https://requester.mturk.com/workers/AECKWX9PFTHOM,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,10.0,,1.0,,,,1.0,1.0,Never Blocked,,
202,AEY67OL8UKB,https://requester.mturk.com/workers/AEY67OL8UKB,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,6.0,,1.0,,,,,,Never Blocked,,
203,AFASY2VX8PADR,https://requester.mturk.com/workers/AFASY2VX8PADR,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,8.0,,1.0,,,,,1.0,Never Blocked,,
204,AFUUPNBIKHRFZ,https://requester.mturk.com/workers/AFUUPNBIKHRFZ,25,25,100.00%,25,25,100.00%,25,25,100.00%,,,,,,,1.0,,,,Never Blocked,,
205,AHAF93PYUCVQ1,https://requester.mturk.com/workers/AHAF93PYUCVQ1,4,4,100.00%,4,4,100.00%,4,4,100.00%,1.0,,,,,,,,,,Never Blocked,,
206,AI4AO0O0WIJF7,https://requester.mturk.com/workers/AI4AO0O0WIJF7,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,,,,,,,Never Blocked,,
207,AK3DF1BXS8DSM,https://requester.mturk.com/workers/AK3DF1BXS8DSM,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,8.0,,1.0,,,,,1.0,Never Blocked,,
208,AK92XFC67MMSB,https://requester.mturk.com/workers/AK92XFC67MMSB,15,15,100.00%,15,15,100.00%,15,15,100.00%,,,,,,,1.0,,,,Never Blocked,,
209,AKH0WFAUBUKUS,https://requester.mturk.com/workers/AKH0WFAUBUKUS,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,7.0,,1.0,,,,1.0,1.0,Never Blocked,,
210,AKLH2YXK5BAUP,https://requester.mturk.com/workers/AKLH2YXK5BAUP,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,5.0,,1.0,,,,,,Never Blocked,,
211,AKPXWXJFLHM08,https://requester.mturk.com/workers/AKPXWXJFLHM08,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,5.0,,1.0,,,,,,Never Blocked,,
212,AKSJ3C5O3V9RB,https://requester.mturk.com/workers/AKSJ3C5O3V9RB,11,11,100.00%,11,11,100.00%,11,11,100.00%,,,,,,,1.0,,,,Never Blocked,,
213,AKXY2ATEM5DC2,https://requester.mturk.com/workers/AKXY2ATEM5DC2,28,28,100.00%,28,28,100.00%,28,28,100.00%,,,,,,,1.0,,,,Never Blocked,,
214,AMYURTQIMAC8T,https://requester.mturk.com/workers/AMYURTQIMAC8T,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,5.0,,1.0,,,,,,Never Blocked,,
215,ANQG22MEKC96H,https://requester.mturk.com/workers/ANQG22MEKC96H,5,5,100.00%,5,5,100.00%,5,5,100.00%,,,,,,,,,,,Never Blocked,,
216,ANZKTE853UXSD,https://requester.mturk.com/workers/ANZKTE853UXSD,6,6,100.00%,6,6,100.00%,6,6,100.00%,,,,,,,,,,,Never Blocked,,
217,AOZ5HHRV4LTJF,https://requester.mturk.com/workers/AOZ5HHRV4LTJF,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,8.0,,1.0,,,,1.0,1.0,Never Blocked,,
218,APF1EAZT104LQ,https://requester.mturk.com/workers/APF1EAZT104LQ,10,10,100.00%,10,10,100.00%,10,10,100.00%,,,,,,,,,,,Never Blocked,,
219,APL21ZIGWMI6T,https://requester.mturk.com/workers/APL21ZIGWMI6T,2,2,100.00%,2,2,100.00%,2,2,100.00%,,,,,,,1.0,,,,Never Blocked,,
220,APSX6ZF7HGSG2,https://requester.mturk.com/workers/APSX6ZF7HGSG2,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,3.0,,1.0,,,,,,Never Blocked,,
221,AQMVELK8NH0A8,https://requester.mturk.com/workers/AQMVELK8NH0A8,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,,,1.0,,,,Never Blocked,,
222,AQWV4866H1PFQ,https://requester.mturk.com/workers/AQWV4866H1PFQ,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,4.0,,1.0,,,,,,Never Blocked,,
223,ARIBVG7WV64QM,https://requester.mturk.com/workers/ARIBVG7WV64QM,3,3,100.00%,3,3,100.00%,3,3,100.00%,,,,,,,1.0,,,,Never Blocked,,
224,ARJ8XLYXTWNE,https://requester.mturk.com/workers/ARJ8XLYXTWNE,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,6.0,,1.0,,,,,,Never Blocked,,
225,ASVP3M0AQ1HG4,https://requester.mturk.com/workers/ASVP3M0AQ1HG4,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,7.0,,1.0,,,,,1.0,Never Blocked,,
226,ASWZO1WY1UHEP,https://requester.mturk.com/workers/ASWZO1WY1UHEP,4,4,100.00%,4,4,100.00%,4,4,100.00%,,,,,,,1.0,,,,Never Blocked,,
227,ATXUM0GBU5MC8,https://requester.mturk.com/workers/ATXUM0GBU5MC8,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,9.0,,1.0,,,,,1.0,Never Blocked,,
228,AVQY31GSZZADX,https://requester.mturk.com/workers/AVQY31GSZZADX,15,15,100.00%,15,15,100.00%,15,15,100.00%,,,,,,,1.0,,,,Never Blocked,,
229,AVT0YEI6ESW25,https://requester.mturk.com/workers/AVT0YEI6ESW25,3,3,100.00%,3,3,100.00%,3,3,100.00%,,,7.0,,1.0,,,,1.0,1.0,Never Blocked,,
230,AWARV9T9HFWGD,https://requester.mturk.com/workers/AWARV9T9HFWGD,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,8.0,,1.0,,,,,1.0,Never Blocked,,
231,AXLMOFXKXSU0B,https://requester.mturk.com/workers/AXLMOFXKXSU0B,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,6.0,,1.0,,,,,,Never Blocked,,
232,AYFM9UR1160YR,https://requester.mturk.com/workers/AYFM9UR1160YR,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,2.0,,1.0,,,,,,Never Blocked,,
233,AYJEQZWQZ471L,https://requester.mturk.com/workers/AYJEQZWQZ471L,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,8.0,,1.0,,,,,1.0,Never Blocked,,
234,AYMA9R47TWK1H,https://requester.mturk.com/workers/AYMA9R47TWK1H,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,4.0,,1.0,,,,,,Never Blocked,,
235,AYV524MS3U9QU,https://requester.mturk.com/workers/AYV524MS3U9QU,36,36,100.00%,36,36,100.00%,36,36,100.00%,,,,,,,1.0,,,,Never Blocked,,
236,AZ4ZQMOFA3GND,https://requester.mturk.com/workers/AZ4ZQMOFA3GND,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,9.0,,1.0,,,,1.0,1.0,Never Blocked,,
237,AZE7YSINS9UNZ,https://requester.mturk.com/workers/AZE7YSINS9UNZ,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,7.0,,1.0,,,,,1.0,Never Blocked,,
238,AZECI12W8YFX5,https://requester.mturk.com/workers/AZECI12W8YFX5,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,,,1.0,,,,Never Blocked,,
239,AZR34QLGQARBV,https://requester.mturk.com/workers/AZR34QLGQARBV,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,10.0,,1.0,,,,,1.0,Never Blocked,,
